,content,label
507,"양산시·울산혈액원, 내달 6일까지 프로모션 진행||헌혈자에게 기존 기념품에다 1만 원권 상품권 지급||5일 이상 적정 혈액 보유량 필요 불구 3.5일 그쳐
헌혈자에게 1만 원 상품권을 지급하는 등 포로모션에 나선 양산시와 울산혈액원 포스터. 양산시 제공
         “양산시민 여러분, 헌혈에 동참해 주세요”     경남 양산시와 대한적십자사 울산혈액원이 헌혈 장려를 위해 헌혈자에게 1만 원 상품권을 지급하는 프로모션을 진행 중이라고 31일 밝혔다.     프로모션은 지난 24일부터 내달 6일까지 2주간이며, 전혈 헌혈자에게 기존 기념품과 함께 온누리상품권 1만 원권을 추가로 증정한다. 헌혈 참여자는 헌혈의 집 양산센터로 신분증을 지참해서 방문하면 된다.     양산시와 울산혈액원이 상품권을 추가로 지급하면서까지 헌혈 프로모션에 나선 것은 적정 혈액 보유량이 부족하기 때문이다. 적정 혈액 보유량은 일평균 5일 이상이다. 하지만 4월 21일부터 혈액 보유량이 3.5일분에 그치는 데다 본격적인 휴가철이 다가올수록 혈액 수급에 차질이 생길 우려가 커지고 있다.     앞서 시는 지난해 12월 시 헌혈 권장조례 개정으로 상품권 지원 근거를 마련한 뒤 지난 3월 시헌혈추진협의회에서 전혈 헌혈자에게 지급할 온누리상품권 3000만 원 지원을 의결했다. 이후 시는 헌혈 장려를 위해 울산혈액원과 업무협약을 체결했다.     양산시 정윤경 보건행정과장은 “이번 프로모션이 하절기 원활한 혈액수급을 위해 많은 도움이 되기를 바란다”며 “시민여러분의 적극적인 헌혈 동참을 바란다”고 말했다.",1
1423,"31일 보고회 1년간 추진상황 공유…161개 공약사업 중 64개 완료 최대호 안양시장 ""시민과 적극적 협의·정보 공유해 공감대 얻어야""
사진제공=안양시
안양시가 민선 8기 출범 후 1년간 공약사업 161개 중 64개(40%)의 사업을 추진 완료했으며, 82건(51%)의 사업은 정상 추진 중인 것으로 나타났다.  31일 시에 따르면, 민선 8기 1주년을 맞아 공약사업의 원활한 이행과 체계적인 관리를 위해 지난 28일 오후 시청 상황실에서 공약사업 추진상황 보고회를 열고 이 같은 내용을 공유했다. 이날 보고회에는 실·국·소·원장 등 간부 공무원 55명이 참석했다.  시는 올해 2분기까지 △안양역 앞 24년간 방치된 원스퀘어 건물 철거 △사물인터넷(IoT) 활용한 관내 노후 및 위험시설물 안전관리 체계 구축 △안양남초교 후문길 차없는거리 조성 △안전한 자전거 이용환경 조성 △범죄취약지역 방범 CCTV 추가 설치 및 교체 △공중화장실 안심비상벨 개선 등 안전한 도시 환경 조성을 위한 사업을 신속히 추진했으며 이밖에도 △출산지원금 2배 인상 △두루미 명학마을 도시재생 사업 △다둥이네 보금자리 지원 △관내 공원 및 놀이터 정비 △경로당 입식식탁 및 의자 지원 △중고생 신입생 교복·체육복 지원 △동물보호복지 전문부서 신설 △초등학교 생존수영 등 시민 복지를 위한 사업들도 완료했다고 밝혔다.  시는 안양교도소 이전 및 안양법무시설 현대화 사업, 박달스마트시티 복합 문화도시 조성, 평촌신도시 재건축 및 리모델링, 아동친화도시 추진, 청년주택 공급 및 청년가구 이사비 지원, 석수체육관 건립, 명학공원 일원 문화예술거리 조성, 유소년 야구경기장 건립, 미래교육센터 건립, 무료 와이파이 확대 구축 등 사업도 순조롭게 추진 중이라고 밝히고 15건(9%) 사업은 검토 중인 단계로, 이날 보고회에서는 이들 사업에 대한 신속한 추진 방안을 집중 논의했다고 했다.  최대호 시장은 이날 자리에 참석한 간부 공무원들에게 시민과의 소통을 강조하며 ""더 많은 시민의 공감대를 얻을 수 있도록 시민들과 적극적으로 협의하고 정보를 공유해 함께 한다는 생각으로 사업을 추진해달라""고 당부했다.  이어 최 시장은 ""일낙천금(一諾千金), 한 번 약속한 것은 천금같이 귀중히 여긴다는 말처럼 모든 공약사업을 반드시 이행한다는 마음가짐으로 임해야 한다""고 덧붙였다.안양=김춘성기자 kcs8@dt.co.kr",1
1014,"HDC현대산업개발은 19일 충북 수해 지역의 빠른 복구와 이재민 지원을 위한 복구 장비와 생필품 등을 괴산군청에 전달했다.
[머니투데이 이소은 기자] HDC현대산업개발이 기록적인 집중호우로 어려움을 겪고 있는 특별재난지역을 중심으로 이재민 지원과 피해복구를 위한 릴레이 기부활동을 펼쳐가고 있다.   지난 19일 충북 괴산군에서 이재민을 위한 생필품 및 가전제품을 전달하고 140여 농가의 폐기물 처리와 도로 복구에 필요한 장비를 지원한 것을 시작으로, 24일 충북 청주시에서는 침수 세대의 보수작업에 필요한 물품을 지원했다. 청주시청에서 열린 물품 지원 전달행사에는 인근 청주 가경 아이파크 5단지 현장 직원들이 참석해 지역주민에게 위로의 마음을 전하기도 했다.   27일에는 경북 예천군 피해지역을 찾아 쌀을 비롯한 식료품과 에어컨 등 혹서기에 필요한 가전제품을 전달했다. 예천취수장에 쌓인 흙을 제거하기 위한 굴삭기 등의 중장비도 지원해 예천군 1만여 세대의 식수 확보에 도움을 보탰다.    HDC현대산업개발 관계자는 ""사상 초유의 집중호우로 큰 피해를 겪으신 충북과 경북지역의 주민분들에게 깊은 위로와 격려의 말씀을 전한다""라며 ""전달해드리는 물품과 장비가 삶의 터전을 잃어버린 분들의 빠른 일상 회복에 조금이나마 도움이 되길 바란다""라고 말했다.",1
403,"여름방학을 맞은 영동지역 어린이들이 레인보우 힐링관광지 어린이물놀이장에서 더위를 잊은 물놀이를 즐기고 있다.
지역 어린이들에게 시원한 여름방학 제공   충북 영동 레인보우 힐링관광지 중앙광장이 올여름 어린이물놀이장으로 변신해 지역 주민과 어린이들에게 큰 인기다.   31일 군에 따르면 여름방학을 맞은 지역 어린이들에게 즐겁고 건전한 여가 공간을 제공해 주기 위해 영동 레인보우 힐링관광지 중앙광장에 어린이물놀이장을 설치해 오는 8월 13일까지 운영하고 있다.   이 어린이물놀이장은 조립식풀 1대와 10m&times;10m&times;0.6m 규모의 에어풀 2개, 6m&times;6m&times;0.5m 규모의 에어풀 2개 등이 설치돼있으며 워터슬라이드 등 부대시설물을 갖췄다.   군민과 관광객 누구나 이용할 수 있으며 이용요금은 무료다. 초등학생 이하는 보호자가 있어야 이용이 가능하다.   물놀이장 이용할 때는 수영복, 수영모자, 물안경, 아쿠아슈즈 등을 착용하고 개인위생을 철저히 해야 한다.   운영은 오전 10시~오후 5시까지이며 점심시간인 낮 12시~1시까지는 휴장한다.   시설 정비 등을 위해 매주 월요일은 휴무로 운영된다.   이외에도 물놀이장 그늘 막, 쉼터(몽골텐트5&times;5m) 40동, 샤워실, 탈의실, 테이블, 의자 등을 비치해 방문객들에게 편의를 제공하고 있다.   군은 응급구조사, 간호조무사 등 전문 운영 인력 10여 명을 배치해 안전사고를 막고 사고발생 때 신속 대응할 수 있도록 할 방침이다.   또 대용량 여과기를 설치하고 잔류염소 검사와 정밀수질검사를 주기적으로 실시하는 등 철저한 수질환경 관리에도 꼼꼼한 관심을 기울인다.   특히 물놀이장 운영기간에는 ‘힐링광장 분수’를 함께 운영해 무더위 날리는 도심 속 여름 힐링 쉼터로 꾸며진다.   군은 무더위로 지친 군민들에게 휴식과 힐링의 시간을 선사해 줄 것으로 기대하고 있다.   군 관계자는 “지역 학생들의 여름 방학에 맞춰 안전하고 위생적인 물놀이 시설을 준비했다”며 “무더위를 날리며 군민과 관광객들이 마음껏 즐길 수 있도록 안전관리와 최적의 환경 유지에 최선을 다하겠다”고 말했다./영동=손동균기자",1
1181,"서울시는 자전거와 산책길로 이용되던 월드컵공원 난지연못 주변 데크를 약 600㎡의 둔치와 모래사장이 펼쳐진 '난지비치'로 조성했습니다.   모래 400여 톤으로 만들어진 백사장에는 연못을 배경으로 사진을 촬영할 수 있는 포토존도 마련됐습니다.   8월 말까지 파라솔과 선베드 등도 설치될 예정이며 공원 이용객은 누구나 무료로 이용할 수 있습니다.   서울시는 봄과 가을에는 난지비치를 맨발로 거닐 수 있는 프로그램, 여름에는 더위를 날려버릴 수 있는 물놀이 프로그램을 운영할 계획입니다.<권현(14060413@obs.co.kr)>",1
1896,"국민의힘은 오는 8월 14일부터 25일까지 신입 사무처 당직자를 공개채용한다.    국민의힘은 1991년 1기를 시작으로, 지난해 21기까지 30여년간 사무처 당직자 공개채용 시스템을 유지해왔다. 이를 통해 국회의원, 장관, 지방자치단체장 등 다양한 정치 분야의 인재를 배출했다.    국민의힘 관계자는 ""공개채용을 통해 선발될 인재들은 집권여당의 일원으로서 대한민국의 재도약은 물론 정치 발전을 이끌고, 내년 총선 승리의 주역으로 활동할 것""이라고 밝혔다.",0
428,"전국원전동맹이 진행한 원자력안전교부세 신설 촉구 100만 주민 서명운동이 마무리됐다. 이번 서명에는 전국 원전 인근지역 주민 총 134만명이 참여했다. 동맹 회장인 김영길 울산 중구청장이 31일 원자력안전교부세 신설을 다짐하고 있다. 울산 중구 제공
전국원전동맹 100만 주민 서명운동 마무리  9월에 국무총리실, 기획재정부 등에 서명지 전달      【파이낸셜뉴스 울산=최수상 기자】 전국 원전 인근지역 동맹(전국원전동맹)은 '원자력안전교부세 신설 촉구 100만 주민 서명운동'이 134만 명 참여로 마무리됐다.    31일 전국원전동맹(회장 김영길 울산 중구청장, 부회장 권익현 전북 부안군수·김재윤 부산 금정구청장)에 따르면 이번 서명운동은 지난 5월 10일부터 원전 인근지역 23개 지자체 503만 주민을 대상으로 진행했다. 최종 서명 참여 인원은 134만519명이다.    전국원전동맹은 오는 9월 국회와 국무총리실, 기획재정부, 행정안전부 등에 서명지를 전달하고 원자력안전교부세 신설을 촉구할 방침이다.    또 10월에는 전국 원전 인근지역 동맹 행정협의회를 출범하고, 원전 안전 정책 공동 대응과 제도 개선 등에 나설 예정이다.    전국원전동맹은 특히 불합리한 원전 정책 개선을 촉구하며 원자력안전교부세 신설을 골자로 하는 '지방교부세법 개정안' 입법에 힘쓰고 있다.    '지방교부세법 개정안'은 지방교부세 재원 중 내국세 비율을 기존 19.24%에서 19.30%로 0.06% 포인트 늘려 원자력안전교부세의 세원을 마련하고, 이를 방사선 비상계획구역으로 지정된 28개 지자체 가운데 이미 예산 지원을 받는 원전 소재 5개 지자체를 제외한 나머지 23개 지자체에 지원하자는 내용을 담고 있다.    김영길(울산 중구청장) 전국원전동맹 회장은 ""서명운동에 힘을 모아 주신 원전 인근 지역 503만 주민들에게 진심으로 감사드린다""라며 ""주민 안전과 복지 증진을 위해 이른 시일 내 원자력안전교부세가 신설될 수 있도록 총력을 다하겠다""라고 말했다.",0
1060,"31일 기획재정부를 찾은 김태흠(오른쪽) 충남지사가 김동일 예산실장을 만나 내년 충남 주요 현안을 설명하며 정부예산에 담아 줄 것을 요청하고 있다. 충남도
［중부매일 황진현 기자］ 기획재정부가 내년 정부예산안 심의를 한창 진행 중인 가운데 김태흠 충남도지사의 국비 확보 및 현안 해결을 위한 발걸음이 빨라지고 있다.   올 초부터 지역 국회의원과 각 부처 장관, 지난 13일 추경호 경제부총리 등을 잇따라 만난데 이어 31일에는 기재부를 찾아 김동일 예산실장을 만났다.   이 자리에서 김 지사는 김 실장에게 내년 충남 주요 현안을 설명하며 정부예산에 담아 줄 것을 요청했다.   김 지사가 이날 들고 간 현안은 ▷충남혁신도시 칩앤모빌리티 영재학교 설립 ▷국방 AI, 로봇, 군용전지 미래 첨단 연구시설 건립 ▷충남혁신도시 복합혁신센터 건립 ▷하계세계대학경기대회 경기장 신설·확충 ▷금강 공주지구 지역 맞춤형 통합 하천 사업 등이다.   충남혁신도시 영재학교 설립은 반도체·첨단 모빌리티 분야 초격차 선도 핵심 인재 양성을 통한 국가 경쟁력 제고 및 국가 안보 강화 등을 위한 사업이다.   도는 충남혁신도시인 내포신도시 내 2028년 개교를 목표로 잡고 지난 3-4월 타당성 조사 용역을 토대로 과학기술정보통신부 등에 설립을 건의한 바 있다.   국방 인공지능(AI), 로봇, 군용전지 미래 첨단 연구시설 건립과 관련, 김 지사는 ""국방 미래기술 연구 시너지 효과 및 과학기술 강군 육성 기반 마련을 위해 필요하다""고 설명했다.   이어 ""충남은 특히 3군본부와 국방대, 육군훈련소 등 군 기관이 집적해 미래 국방 연구·산업의 최적지""라며 내년 사업 착수 등 원활한 추진을 위해 기본설계비 4억 2천500만 원을 정부예산에 담아 줄 것을 요청했다.   충남혁신도시 복합혁신센터 건립과 관련해 김 지사는 ""내년 기본구상 및 설계비로 5억 원의 국비 반영이 필요하다""고 말했다.   김 지사는 또 ▷해양바이오 소재 대량 생산 플랜트 건립 ▷최첨단 해양허브 인공섬 조성 타당성 조사 ▷차세대 마이크로바이옴 의약품 제조혁신공정 지원 ▷탄소중립을 위한 바이오가스 녹색융합 클러스터 조성 ▷K-헤리티지 밸리 조성 사업 ▷TBN 충남교통방송국 설립 ▷서산공항 건설 ▷천안아산역 방음벽 설치 등을 설명하며 관심과 지원을 요청했다.",1
924,"다크패턴 유형 중 하나인 '잘못된 계층구조'의 예시. 사업자에게 유리한 선택항목은 두드러지게 표시하고 취소 버튼은 우측 상단에 희미하게 위치시켰다. 사진 공정거래위원회
한 온라인 쇼핑몰은 휴대전화 애플리케이션에 ‘모바일 특가’라는 코너를 만들고 실제 판매가보다 더 저렴한 것처럼 소개했다. 그러나 판매 가격은 일반 쇼핑몰과 동일했다. 또 다른 쇼핑몰은 7900원이라고 온라인 배너광고를 했으나, 이를 클릭해 들어가 보면 해당 브랜드 상품은 2만1800원이 최저가였다.       ━  19개 유형 다크패턴 가이드라인   소비자를 기만해 소비를 유도하는 눈속임 상술인 ‘다크패턴’ 사례다. 이를 막기 위한 정부 가이드라인이 처음으로 나왔다. 위 사례 외에도 무료 서비스라고 홍보하고, 체험 기간이 지나면 자동으로 유료 결제로 전환하는 ‘숨은 갱신’ 등이 다크패턴의 일종이다. 가이드라인엔 구독이나 결제 버튼은 큼지막하게 표시하면서도 취소 버튼은 구석에 조그맣게 위치시키는 행위에 대한 규율도 포함됐다.   31일 공정거래위원회는 이 같은 내용의 다크패턴 자율관리 가이드라인을 발표했다. 다크패턴을 속임 방식에 따라 크게 4개 범주, 세부적으로는 19개 유형으로 구분해 제시하고 각 유형에 대한 사업자 관리사항을 담았다. 사업자의 눈속임 상술에 넘어가지 않도록 소비자 유의사항도 제시했다.       ━  결제는 사전 통보, 탈퇴도 가입처럼   공정위는 서비스를 무료에서 유료로 전환하거나 결제 금액을 늘리는 경우 사업자 측이 이용자에게 최소 7일 전 통보할 것을 권고했다. 유료로 전환되면서 대금이 자동으로 결제된다는 사실에 대해서도 사전에 명확히 동의받을 필요가 있다고도 했다.     소비자가 ‘동의/비동의’, ‘구매/취소’ 등 선택을 해야 하는 상황을 유발할 때 해당 선택 화면의 구성을 명확히 해야 한다는 내용도 가이드라인에 포함됐다. 예컨대 취소 버튼은 바탕화면과 같은 색으로 희미하게 처리하고, 구매와 같은 사업자에게 유리한 버튼은 중앙에 위치시키면 안 된다는 의미다.   구매나 회원가입은 그 절차를 쉽게 하고, 구매 취소나 탈퇴는 복잡하게 해 소비자 선택을 제약하는 행위도 다크패턴의 일종이다. 탈퇴 역시 가입과 같은 방식으로 가능하게 만들어야 한다는 게 공정위 가이드라인 내용이다. 앞서 공정위는 차량 구매·계약은 온라인으로 할 수 있게 하면서도 이를 철회하려면 전화로 연락하도록 한 테슬라에 대해 전자상거래법 위반으로 과태료를 부과한 바 있다.       ━  법적 구속력 없어…입법 진행 중   다만 이 같은 가이드라인은 법적으로 구속력이 없다는 한계가 있다. 현행 전자상거래법·표시광고법 위반에 해당하는 것도 있지만, 숨은 갱신과 같은 유형은 입법이 필요하다. 공정위 관계자는 “아직 관련 사안이 입법되지 않았다”며 “국회에 발의돼있는 전자상거래법 개정안이 국회를 통과하면 새로 지침을 만들 계획”이라고 말했다. 앞서 송석준 국민의힘 의원은 다크패턴 유형 중 현행법으로 규율이 불가능한 행위에 대해 제재가 가능하도록 보완하는 개정안을 발의했고, 국회에서 논의 중이다.",1
0,"고용노동부
이르면 연내에 필리핀 등 외국인 가사 근로자 약 100명이 서울 맞벌이 가정 등에서 일한다.    서울에 사는 20-40대 맞벌이 부부, 한부모, 임산부 등이 이용할 수 있으며, 가사인력 관련 자격증 제도를 운영 중인 필리핀에서 우선 공급될 것으로 보인다.    고용노동부는 31일 로얄호텔서울에서 '외국인 가사 근로자 도입 시범사업' 관련 공청회를 열고 이 같은 계획안을 발표했다.    계획안에 따르면 시범사업 외국인 가사근로자는 약 100명 규모로 구체적 규모는 추후 확정된다. 기간은 6개월 이상이다. 정부로부터 인증 받은 기관이 외국인 가사 근로자(E-9 비자)를 고용하면 이들은 내국인 가사근로자처럼 최저임금법 적용을 받으며 서비스 제공 기관과 출퇴근 형태의 근로계약을 맺는다.    E-9 비자가 적용되는 고용허가제 외국인력 송출국가는 16개국인데, 이 중에서 특히 필리핀 출신 가사 근로자는 자국 직업훈련원에서 6개월간 훈련받은 뒤 수료증을 발급받아야 외국에서 일할 수 있어, 필리핀 근로자가 우선 선발될 것으로 전망된다.    우리 정부는 외국인 가사 근로자의 관련 경력·지식, 연령, 한국어·영어 능력, 범죄 이력 등을 검증할 예정이다. 정신 질환자, 마약류 중독자이거나 범죄 이력이 있으면 선발하지 않는다.    국내 입국 전후에는 한국 언어·문화, 노동법 등을 교육받고 국내 가사 근로자 서비스 제공 기관에 배정된 뒤에는 국내 가정으로 실무 투입 전 아동학대 방지를 포함한 가사·육아, 위생·안전과 관련한 교육을 받는다.    이들의 서비스는 가사근로자법상 청소, 세탁, 주방일과 가구 구성원 보호·양육이다. 이용 시간은 하루 중 일부, 하루 종일 등 이용자가 다양하게 선택할 수 있다.    이들의 숙소는 서비스 제공 기관이 마련하며 숙소 비용은 근로자가 부담한다. 서울시는 외국인 가사 근로자가 국내에 정착하는 데 드는 숙소비·교통비·통역비 등을 초기에 지원할 방침이다.    고용부는 시범사업 종료 후 의견을 수렴한 뒤 외국인력정책위원회 의결을 거쳐 사업안을 확정할 방침이다.",1
893,"‘2023 자생메디컬아카데미 인턴십’에 참여한 학생들이 수료식을 마쳤다
자생한방병원, ‘2023 글로벌 인턴십’ 성료  미국·UAE 의대생과 국내 한의대생 간 교류  “차세대 통합의학 리더로 성장할 것” 전 세계를 뜨겁게 달군 한류 열풍이 의료계에도 확산되고 있다. 현대의학의 부족한 부분을 보완해주는 통합의학이 주목받으면서 우리나라 한의학에 대한 관심이 높아진 것이다. 이런 흐름 덕분에 자생한방병원이 최근 개최한 글로벌 인턴십도 성황리에 마무리됐다. 자생한방병원은 ‘2023 자생메디컬아카데미 인턴십’이 지난 28일 성료했다고 31일 밝혔다. 자생메디컬아카데미 인턴십은 해외 의대생과 국내 한의대생이 만나 서로 교류하면서 한의학과 통합의학 분야에서의 역량을 제고하는 프로그램이다. 한의학이 침습적 치료나 약물 치료가 어려운 환자들을 위한 대안으로 떠오르면서 자생메디컬아카데미 인턴십에 참여하려는 사람들도 늘고 있다.  올해는 미국 테네시대학교와 버지니아대학교 등에서 학업 성취도가 높은 5명의 의대생들이 인턴십에 참여했다. 아랍에미리트(UAE)의 모하메드 빈 라시드 의과대학에서도 7명의 학생들이 선발됐다. 모하메드 빈 라시드 의과대학은 2019년부터 자생한방병원과 교류를 이어오고 있다. 국내에선 부산대학교 한의학전문대학원 학생들과 자생한방병원 장학생 등이 함께 했다. 자생한방병원은 해외 의대생들이 향후 진로를 결정하는 데 도움을 주기 위해 체계적인 프로그램을 기획했다. 추나요법, 동작침법(MSAT) 등의 비수술 치료법을 전수한 것이 대표적이다. 학생들에게 자생한방병원 의료진의 진료를 참관할 수 있는 기회도 제공했다. 자생척추관절연구소와 원외탕전실, 서울대학교 뇌인지과학 연구소 등을 비롯한 각종 시설도 공개했다. 국내 한의대생들과 조를 이뤄 통합의학적 관점으로 질환을 분석하고 결과를 발표하는 시간도 가졌다.  인턴십에 참여한 해외 학생들은 특히 동작침법, 신바로약침, 추나요법 등에 많은 관심을 보였다는 후문이다. 모하메드 빈 라시드 의과대학의 스카일라 디사우자(Skylar Dsouza)는 “이번 인턴십에서 배운 치료 기술과 철학을 기반으로 전인적 치료를 실천하는 의사가 되고 싶다”고 말했다. 이진호 자생한방병원 병원장은 “언어·문화적 차이를 뛰어넘어 한의학에 대한 열정과 관심을 보여준 학생들을 응원한다”며 “한의학과 통합치료의 세계화에 앞장서는 차세대 리더로 거듭나길 바란다”고 말했다. 미국 평생의학교육인증원(ACCME)으로부터 정식 교육기관으로 인정받은 자생한방병원은 여러 프로그램을 통해 의료 한류에 앞장서고 있다. 통합의학과 한의학의 발전을 위해 매년 개최하는 ‘자생국제학술대회’가 대표적이다. 올해는 다음달 13일 미국 미시건주립대학교와 함께 국내외 의학 분야 최고 전문가들을 모아놓고 다양한 주제를 논의할 예정이다.",1
818,"지난 27일 미국 뉴욕에 있는 세계 3대 요리학교인 CIA에서 윤홍근 제너시스BBQ 그룹 회장(맨 오른쪽)이 외식 산업 리더 양성을 위한 교류 방안을 논의하고 장학금 3만 달러를 전달했다. 사진 제너시스BBQ 그룹
제너시스BBQ그룹은 윤홍근 회장이 미국 뉴욕에 있는 ‘CIA(Culinary Institute of America) 요리학교’에 방문해 미래 외식산업 리더 양성을 위한 협력 방안을 논의하고, 장학금 3만 달러를 전달했다고 31일 밝혔다.     윤 회장은 지난 27일(현지시간) CIA 본교 하이드파크 캠퍼스를 방문해 마크 에릭슨 총장과 함께 우수 장학생 BBQ 미국지사 채용, 장학금 지원 방안 등에 대해 논의했다. 1946년 설립된 CIA는 프랑스 ‘르 꼬르동 블루’, 일본 ‘츠지 조리사 전문학교’와 함께 세계 3대 요리학교로 불린다.",1
437,"뉴스1
정부가 학원에 모의고사 문제나 강의를 제공하고 금품을 받는 등의 영리 활동을 한 교원들을 조사한다. 교원과 사교육 업체 사이에 형성된 이권 카르텔을 끊어내기 위해서다.    교육부는 31일 사교육 업체와 연계된 교원의 영리 행위 실태를 조사한다고 밝혔다.    교육부는 먼저 다음 달 1일부터 14일까지 교육부 홈페이지 등을 통해 영리 활동을 한 교원의 자진 신고를 받고, 신고 자료를 토대로 구체적인 실태를 파악할 계획이다. 이 과정에서 위법한 활동이 확인되면 관련 법령에 따라 수사를 의뢰하고 징계할 방침이다. 자진 신고 기간에 신고하지 않은 교원의 영리 활동이 향후 감사 등에서 드러나면 해당 교원은 더욱 엄중한 조치를 받게 된다.    또 교육부는 이번 실태 조사 결과와 시도교육청에서 받은 겸직 허가 자료를 토대로 올 하반기 ‘겸직 허가 가이드라인’을 마련할 계획이다. 가이드라인에는 일부 학원 수강생들에게만 제공되는 교재나 모의고사에 교원이 문제를 제공하지 못하도록 하는 내용 등이 포함될 예정이다.    정상윤 교육부 차관은 “사교육 업체와 유착된 일부 교원의 일탈 행위는 교원으로서의 책무를 방기하고 공교육의 신뢰를 무너뜨리는 것”이라며 “이에 엄정 대응함으로써 교육 현장의 공정성을 일신하는 계기로 삼겠다”고 말했다.    정봉오 동아닷컴 기자 bong087@donga.com",0
1024,"대우여객자동차㈜와 우리버스㈜ 시내버스 기사들이 31일 중구 성안동 654번지 1,800평 밭에서 직접 수확한 옥수수 500망 2,500㎏(500만원 상당)을 소외지역에 전달하는 나눔행사를 가졌다.
  이날 수확한 옥수수는 울산관내 독거노인, 소녀·소년 가장, 노인 복지관, 주간보호센터, 교통사고피해가족, 지역아동센터, 한부모 가정, 북한이탈주민 등에 전달된다.   이번 옥수수 나눔행사에는 북구지역아동센터 학생 50여 명 동참해 옥수수 따는 체험과 농민들이 땀 흘려 일하고 옥수수가 어떻게 자라서 식탁에 올라오는지 현장체험 학습도 병행했다.   또 권명호 국회의원, 강혜순 중구의회 의장 등도 이날 행사에 함께 참여했다.",1
343,"-송인헌 괴산군수가 31일 국회소통관에서 괴산댐 대책 촉구 기자회견을 하고 있다.
［충북일보］ 송인헌 괴산군수는 31일 괴산댐을 발전용에서 다목적댐으로 전환해 줄 것을 촉구했다.   송 군수는 이날 국회소통관에서 열린 기자회견에서 괴산댐은 홍수조절이 제한적이라며 이같이 건의했다.   그는 ""홍수조절 능력이 없는 괴산댐의 근본적 문제 해결을 위해 국가 차원의 해결책 마련이 시급하다""며 ""괴산댐 용도를 발전용에서 다목적용으로 전환하고 이에 따른 관리기관도 한국수력원자력공사에서 한국수자원공사로 전환해 달라""고 요구했다.   괴산댐은 지난 1980년 월류가 발생했고 지난 2017년에도 3일간 149㎜가 쏟아지며 홍수 조절에 실패해 괴산군에 110억8천100만 원의 피해를 남겼다.   하지만 이후 추가적인 치수 대책은 없었다.   괴산댐은 올 들어 지난 7월9일부터 19일까지 11일간 누적강수량 441.5㎜을 기록하며 또 다시 월류가 발생했다.   댐 상·하류 지역 주민들이 대피하고 농경지와 주택이 침수되는 등 448억3천500만 원의 재산피해를 냈다.   괴산댐은 남한강 지류인 달천을 가로질러 만든 댐이다.   1953년 11월 공사를 시작해 1957년 2월 완성됐다.   댐이 건설되며 괴산군 칠성면·문광면·청천면 3개면에 걸쳐 있다.   국내댐은 발전용과 다목적 두종류가 있는데 괴산댐은 발전용이다.   발전용은 다목적댐에 비해 저수 용량이 작다.   발전용은 물그룻 자체가 작아 댐이지만 치수기능이 떨어지는 것이다.   괴산댐은 유역면적(671㎢) 대비 총 저수용량(1천533만t)이 적어 댐 수위 증가 속도가 빠르다.   발전용 댐에 저수된 물은 발전 목적으로만 사용되면서 가뭄이나 홍수가 발생할 때 물 이용과 홍수 조절이 제한적이다.   이 때문에 계획홍수위 도달시간이 짧아 홍수에 매우 취약해 매년 상하류 지역 주민들이 불안해 하고 있다.   송인헌 군수는 ""괴산댐의 홍수조절 능력 부재로 해를 거듭할수록 괴산 지역의 피해가 눈덩이처럼 불어나고 있다""며 ""주민들의 호소에 부디 귀 기울여 달라""고 호소했다.      괴산 / 주진석기자",1
1362,"[사진 출처 = 한섬]
현대백화점그룹 계열 패션전문기업 한섬이 운영하는 럭셔리 스킨케어 브랜드 ‘오에라(oera)’는 캘리브레이팅 컬렉션 신제품 2종을 출시했다고 31일 밝혔다. 한섬은 올해 초 ‘스킨터치 하이드라 글로우 선쿠션’를 선보인 데 이어 미백 크림 등 신제품을 지속 출시하고 있다. 이번에 선보이는 ‘에센스 포 캘리브레이팅 케어(80㎖)’는 미스트 타입 에센스로 간편하게 수분 공급을 할 수 있는 것이 특징이다. ‘미셀라 워터 포 캘리브레이팅 케어(180㎖)’는 클렌징과 스킨케어 기능을 동시에 갖춰 간편한 클렌징 습관이 가능한 제품이다.",1
689,"배우 김도윤이 31일 오후 서울 송파구 롯데시네마 월드타워에서 진행된 영화 ‘콘크리트 유토피아’(감독 엄태화) 언론배급시사회 및 기자간담회에서 소감을 말하고 있다. 김규빈 기자
배우 김도윤이 31일 오후 서울 송파구 롯데시네마 월드타워에서 진행된 영화 ‘콘크리트 유토피아’(감독 엄태화) 언론배급시사회 및 기자간담회에서 소감을 말하고 있다.           ‘콘크리트 유토피아’는 대지진으로 폐허가 되어 버린 서울, 유일하게 남은 황궁 아파트로 생존자들이 모여들며 시작되는 이야기다. 오는 8월 9일 개봉.",1
